0 -2
0.0526316 -1.9452
0.105263 -1.88845
0.157895 -1.83307
0.210526 -1.78193
0.263158 -1.73722
0.315789 -1.70028
0.368421 -1.67158
0.421053 -1.65061
0.473684 -1.63594
0.526316 -1.62535
0.578947 -1.61595
0.631579 -1.60437
0.684211 -1.58702
0.736842 -1.56034
0.789474 -1.521
0.842105 -1.4662
0.894737 -1.39377
0.947368 -1.30243
1 -1.19178


0 -2
0.00526316 -2.09758
0.0105263 -2.15618
0.0157895 -2.17983
0.0210526 -2.17481
0.0263158 -2.14868
0.0315789 -2.10924
0.0368421 -2.06376
0.0421053 -2.01849
0.0473684 -1.97803
0.0526316 -1.9452
0.0578947 -1.92112
0.0631579 -1.90546
0.0684211 -1.89688
0.0736842 -1.89348
0.0789474 -1.89324
0.0842105 -1.8942
0.0894737 -1.89483
0.0947368 -1.89424
0.1 -1.89209
0.105263 -1.88845
0.110526 -1.88362
0.115789 -1.87802
0.121053 -1.87208
0.126316 -1.86613
0.131579 -1.86038
0.136842 -1.85481
0.142105 -1.8493
0.147368 -1.84384
0.152632 -1.83843
0.157895 -1.83307
0.163158 -1.82776
0.168421 -1.82248
0.173684 -1.81723
0.178947 -1.812
0.184211 -1.8068
0.189474 -1.80167
0.194737 -1.79663
0.2 -1.79166
0.205263 -1.78676
0.210526 -1.78193
0.215789 -1.77717
0.221053 -1.77247
0.226316 -1.76782
0.231579 -1.76321
0.236842 -1.75865
0.242105 -1.75418
0.247368 -1.74981
0.252632 -1.74553
0.257895 -1.74133
0.263158 -1.73722
0.268421 -1.73318
0.273684 -1.72922
0.278947 -1.72533
0.284211 -1.72149
0.289474 -1.71771
0.294737 -1.71403
0.3 -1.71046
0.305263 -1.70698
0.310526 -1.70359
0.315789 -1.70028
0.321053 -1.69707
0.326316 -1.69393
0.331579 -1.69085
0.336842 -1.68784
0.342105 -1.6849
0.347368 -1.68205
0.352632 -1.6793
0.357895 -1.67665
0.363158 -1.67407
0.368421 -1.67158
0.373684 -1.66917
0.378947 -1.66683
0.384211 -1.66456
0.389474 -1.66234
0.394737 -1.66018
0.4 -1.65811
0.405263 -1.65613
0.410526 -1.65422
0.415789 -1.65238
0.421053 -1.65061
0.426316 -1.6489
0.431579 -1.64726
0.436842 -1.64566
0.442105 -1.6441
0.447368 -1.64259
0.452632 -1.64115
0.457895 -1.63977
0.463158 -1.63845
0.468421 -1.63717
0.473684 -1.63594
0.478947 -1.63476
0.484211 -1.63361
0.489474 -1.63248
0.494737 -1.63138
0.5 -1.63029
0.505263 -1.62925
0.510526 -1.62824
0.515789 -1.62726
0.521053 -1.6263
0.526316 -1.62535
0.531579 -1.62443
0.536842 -1.6235
0.542105 -1.62258
0.547368 -1.62164
0.552632 -1.6207
0.557895 -1.61976
0.563158 -1.61882
0.568421 -1.61788
0.573684 -1.61692
0.578947 -1.61595
0.584211 -1.61496
0.589474 -1.61395
0.594737 -1.61289
0.6 -1.61179
0.605263 -1.61065
0.610526 -1.60947
0.615789 -1.60826
0.621053 -1.60701
0.626316 -1.60571
0.631579 -1.60437
0.636842 -1.60297
0.642105 -1.60151
0.647368 -1.59997
0.652632 -1.59835
0.657895 -1.59664
0.663158 -1.59486
0.668421 -1.59302
0.673684 -1.5911
0.678947 -1.5891
0.684211 -1.58702
0.689474 -1.58486
0.694737 -1.58259
0.7 -1.58021
0.705263 -1.5777
0.710526 -1.57506
0.715789 -1.57233
0.721053 -1.56949
0.726316 -1.56655
0.731579 -1.5635
0.736842 -1.56034
0.742105 -1.55706
0.747368 -1.55364
0.752632 -1.55007
0.757895 -1.54634
0.763158 -1.54245
0.768421 -1.53841
0.773684 -1.53426
0.778947 -1.52998
0.784211 -1.52556
0.789474 -1.521
0.794737 -1.5163
0.8 -1.51143
0.805263 -1.50638
0.810526 -1.50113
0.815789 -1.49569
0.821053 -1.49008
0.826316 -1.48434
0.831579 -1.47845
0.836842 -1.4724
0.842105 -1.4662
0.847368 -1.45982
0.852632 -1.45326
0.857895 -1.4465
0.863158 -1.43951
0.868421 -1.43229
0.873684 -1.42497
0.878947 -1.4176
0.884211 -1.41008
0.889474 -1.40221
0.894737 -1.39377
0.9 -1.38453
0.905263 -1.3743
0.910526 -1.36303
0.915789 -1.35087
0.921053 -1.33829
0.926316 -1.32611
0.931579 -1.31543
0.936842 -1.30731
0.942105 -1.30274
0.947368 -1.30243
0.952632 -1.30658
0.957895 -1.31461
0.963158 -1.32505
0.968421 -1.33544
0.973684 -1.34249
0.978947 -1.34235
0.984211 -1.3309
0.989474 -1.30404
0.994737 -1.2584
1 -1.19178


